宝塔,浮图
摇钱树,钱树子
积蓄,积存
坚持,保持
不翼而飞,不知去向
临时,暂且
栉风沐雨,风尘仆仆
庞杂,错杂
季候,季节
荒芜,荒凉
土人,土着土偶
攻击,进犯
贫无立锥,家徒四壁
目光如豆,孤陋寡闻
着落,下落
举世,环球
达成,杀青
胡天胡地,放肆荒唐
着名,驰名
大贼,剧盗
其后,厥后
费尽心机,久有存心
灿烂,光辉
航路,航线
乃至,甚至
结果,成效
腾踊,腾跃
欺压,欺负
出生入死,赴汤蹈火
古往今来,从古到今
感触,感到
版图,疆土
大族,富家
鄙视,漠视
汽锅,锅炉
恰恰,恰好
风采,风范
恐慌,惊惧
死,逝世
摇晃,摇摆
转机,起色
怀念,眷念
性情,脾气
无关紧要,可有可无
急切,孔殷
平静,静谧
翰墨,笔墨
本来,正本
满意,惬意
谦让,推让
聚会,聚首
考究,精细精美
通信,通讯
溺死,灭顶
主动,自动
厚颜无耻,恬不知耻
改过,悔改
告老还乡,辞职归里
招呼,号召
孳孳不息,勤学不辍
赔罪,赔礼
年湮代远,年深日久
展示,展现
须要,需要
名流,名士
网鱼,捕鱼
生气,朝气
劈面,对面
孤芳自赏,自命不凡
不足挂齿,不足齿数
见解,看法
退却,后退
压缩,紧缩
雄健,雄壮
千万,万万
牢固,固定
声望,名誉
探望,看望
挥金如土,挥霍无度
绘声绘色,有板有眼
定则,定章
殊效,特效
次序,顺序
高招,高着儿
酷暑,炎夏
天花乱坠,信口开河
食不甘味,寝食不安
发起,创议
忘形,失态
隽誉,美名
计算,计较
冷眼旁观,坐观成败
薄命,苦命
骨董,古董
南边,南方
庄严,肃静
拂尘,接风
繁忙,忙碌
滋生,滋长
召唤,呼唤
劫掠,强抢
心事,苦衷
穴见,肤见
挑夫,夫役
侮辱,凌辱
交界,接壤
干瘪,干瘦
清贫,贫寒
缴获,缉获
提倡,首倡
庞大,宏大
集合,聚集
拜把兄弟,换帖兄弟
家世,门第
比喻,比方
烦闷,沉闷
店保,铺保
屁滚尿流,落花流水
泥沙俱下,龙蛇混杂
气鼓鼓,怒冲冲
凋零,残落
村学,村塾
荒年,凶年
认可,承认
预言家,先觉
联结,联络
趋之若鹜,趋附者众
屠杀,残杀
环顾,环视
迢遥,辽远
不对,纰谬
随机应变,因时制宜
不可,弗成
血流成河,血流漂杵
目眩魂摇,目眩神驰
点窜,改削
尖利,尖锐
出现,呈现
凄凉,苦楚
顺便,趁便
优劣,好坏
整个,全部
乐陶陶,喜洋洋
国交,邦交
盘弄,拨弄
明目张胆,明火执仗
放弃,摒弃
过活,度日
良宵,良夜
隆替,盛衰
旅居,客居
悲悼,伤悼
经书,经籍
担水,挑水
高兴,喜悦
地府,九泉
兴高采烈,兴致勃勃
破裂,碎裂
很多,许多
仳离,离婚
怀念,思念
容隐,包庇
决断,定夺
灵敏,活络
忽视,轻忽
叫嚣,呐喊
单薄,薄弱
批判,批评
穷究,深究
改良,改进
凶相,恶相
颠覆,推翻
兴趣,爱好
繁杂,复杂
捋臂张拳,擦拳磨掌
腐化,腐蚀
井井有条,层序分明
珍藏,收藏
品德,道德
古刹,庙宇
呜咽,哭泣
委曲,始末
约莫,大约
草木惊心,惊弓之鸟
偕行,同行
沉醉,陶醉
报告,告诉
驷不及舌,令出必行
月白风清,清风明月
不守妇道,不安于位
独一无二,并世无双
少少,极少
款式,名目
男人,汉子
便利,便当
疆场,沙场
排列,布列
情报,谍报
璧还,奉还
跃跃欲试,伎痒
提要,概要
送还,归还
老例,成例
求助,乞助
才气,才能
好看,悦目
提供,供应
登记,挂号
着重,侧重
绵力,绵力薄材
疲惫,疲乏
宏儒硕学,博学多才
邪念,杂念
天台,露台
地点,所在
兰交,至好
充分,充足
吃素,食斋
步碾儿,步辇儿
称谓,称呼
安闲,清闲
发狂,发疯
左袒,偏袒
忘记,忘却
刚强,坚强
狮子搏兔,泰山压卵
适用,合用
惦记,惦念
众擎易举,众志成城
继续不停,络绎不绝
大批,大量
遵循,遵守
延接,款接
乐成,告成
罪行,罪恶
高傲,傲岸
公理,正义
景象,气象
粗糙,粗拙
脑筋,头脑
停滞,障碍
定居,假寓
结婚,娶亲
检核检束,检点
趣话,妙语
普通化,大众化
六神无主,魂飞天外
菲薄,浮浅
金兰交,莫逆交
荒废,荒疏
含沙射影,架词诬控
摆荡,挥动
鄙吝,吝啬
拓荒,开荒
遵照,遵守
荣幸,侥幸
轇轕,纠葛
朝气,生气
答允,应承
法门,秘诀
从属,隶属
见机行事,见风使舵
恣意,任意
闻风而动,闻风远扬
同道,同志
富裕,富足
不顾,掉臂
比力,较量
横行霸道,作奸犯科
取消,打消
聚餐,会餐
夺目,精明
表面,皮相
庞大,重大
抚慰,安慰
老例,旧例
孤陋寡闻,目光如豆
当局,政府
饥肠辘辘,大肠告小肠
撤消,取消
黑压压,黑糊糊
荫庇,庇荫
末世,季世
称赞,赞美
科场,考场
自尽,自杀
监视,看管
狐疑,困惑
居心不良,居心叵测
监狱,牢狱
财运,财气
光辉,辉煌
钓鱼,垂纶
宝贵,名贵
冷落,萧条
自作掩饰,无懈可击
忘却,忘怀
柔嫩,优柔
统共,总共
踏实,扎实
推许,推重
使命,任务
独断专行,一意孤行
坍毁,倾圯
批评,品评
良人,夫君
祸患,祸害
披肝沥胆,丹成相许
俟机,伺隙
长逝,长眠
气吞山河,气势磅
漂帐,烂帐
富足,充足
察看,观察
高昂,奋发
先兆,前兆
风姿,风韵
热潮,高潮
抱歉,负疚
杰作,佳构
军器,军火
告知,奉告
典范,典型
悼念,吊唁
收罗,搜聚
时间,时光
寒冬,严冬
松弛,松懈
中央,中心
早安,晨安
听从,服从
气息,气味
邪恶,险恶
礼堂,会堂
指模,手印
溺爱,宠爱
誊录,誊写
凑集,聚集
践踏,踩踏
融会,畅通领悟
啜泣,抽泣
跋文,后记
医院,病院
否极泰来,枯木逢春
霸道,蛮横
力争上游,力求进步
了结,告终
茅厕,厕所
大话,谎话
控告,指控
放肆,猖獗
乐园,乐土
妙手回春,药到回春
含糊,暧昧
哗闹,叫嚣
凌辱,侮辱
国是,国事
渺小,微小
很多多少,好多
专权,擅权
老汉,老夫
偏心,偏疼
当场,就地
显着,明显
标致,美丽
还是,仍是
未入流,不够格
沦陷,失陷
委曲,勉强
征战,交战
比比皆是,触目皆是
堡垒,碉堡
斗南一人,旷世一人
天河,河汉
犯上作乱,大逆不道
返来,归来
期间,时代
扩大,扩展
缺少,缺乏
乱七八糟,七零八落
空乏,空匮
时时,不时
坦白,率直
势力,权势
垂怜,怜爱
好看,都雅
大发雷霆,怒形于色
局内人,此中人
进场,出场
基本,根本
口是心非,言行相诡
百孔千疮,疮痍满目
料想,猜想
沃田,肥田
临摹,摹仿
泰山其颓,大星殒落
发号布令,发号令
前程,出息
预兆,前兆
爱好,喜好
年岁,年事
赴汤蹈火,历尽艰险
发愤,奋发
寒战,寒噤
可钦,可佩
浮图,宝塔
秋天景色,秋景
腐败,腐朽
盖印,盖章
克制,压迫
推进,推动
地方不宁,盗贼四起
恐吓,打单
英俊,漂亮
个人主义,本位主义
精髓,精华
相知恨晚,相见恨晚
反叛,作乱
配房,厢房
交头接耳,窃窃私议
涣散,散漫
惆怅,难过
风景,景致
未曾,不曾
鄙言,粗言
拊膺切齿,怒发冲冠
分裂,盘据
书柬,书函
公差,公役
锋利,尖锐
暗流,暗潮
调侃,讥讽
处罚,处分
徒弟,门徒
访问,会见
兄弟阋墙,骨肉相残
豆浆,豆乳
继承,继续
敌人,仇敌
呵责,呼
不识之无,不识一丁
来龙去脉,前因后果
冷淡,冷漠
放逐,流放
拜候,访谒
争先,抢先
名顿开,豁然开朗
走卒,走狗
打门,叩门
教养,教化
交易,生意业务
克制,压抑
优越,优胜
演变,演化
庞杂,零乱
矜恤,悯恤
动怒,起火
买通,打通
停业,收歇
断送,葬送
未免,不免难免
类似,雷同
诀别,死别
临渴掘井,急时抱佛脚
归纳综合,概括
苟且偷生,敷衍塞责
削弱,减弱
海不扬波,风平浪静
歪路,旁门
玉轮,月亮
低沉,消沉
伉俪,夫妻
到差,赴任
气息奄奄,人命危浅
恐怕,生怕
漆黑,黝黑
悲痛,悲恸
判然不同,截然有异
分辨差别,分别辨别
夤缘,趋奉
念念不忘,时刻不忘
众口纷纭,众说纷纭
大肆,鼎力大举
雄心,大志
摹仿,临摹
托词,藉词
潜伏,隐蔽
词章,词翰
不屈不挠,宁为玉碎
顾忌,忌惮
表里,内外
比力,角力计较
允诺,承诺
和睦,敦睦
气壮山河,气吞山河
绣花枕头,羊质虎皮
众口称善,口碑载道
打倒,打垮
聚精会神,屏气凝神
通过,经由过程
往事,旧事
形貌,描写
仇家,对头
法规,律例
弊端,流弊
比较,比力
名片,手刺
漫步,溜达
判断,判定
谈锋,辩才
保护,回护
高枕无忧,高枕而卧
朱颜,红颜
穴居野处,巢木居野
投递,送达
连绵,连缀
梦熊,弄璋
惊弓之鸟,伤弓之鸟
浩大,浩荡
何须,何必
恩惠,恩情
唯命是听,俯首帖耳
转业,改行
会计,管帐
沟渠,水渠
平淡,清淡
披肝沥胆,赤诚相见
升沉,起伏
辩白,分说
贯彻始终,坚持到底
瞠乎其后,望尘莫及
凄切,凄惨
摆设,陈设
刺耳,难听
党首,党魁
活动,举动
披星戴月,披星带月
旋转,扭转
修睦,修好
图书馆,藏书楼
列传,传记
茂盛,蕃昌
充任,充当
开头,开首
勤勉,勤恳
消亡,灭亡
痛恨,怅恨
数量,数目
打劫,掠夺
豪门,朱门
明亮,通亮
和谐,协调
抱歉,歉仄
生齿,人口
看破,识破
心坎,心田
百口,举家
遂心如愿,称心快意
荒谬,荒诞
明年,来岁
传播,流传
表彰,赞誉
人缘,分缘
怨天恨地,怨天尤人
羸弱,孱弱
规矩,端方
沧海桑田,白云苍狗
入夜,天黑
生气勃勃,生机勃勃
不吝指教,不吝金玉
惶恐,悚惶
教学,讲授
探讨,切磋
手简,手翰
放开,铺开
争艳,斗丽
前辈,先辈
密斯,姑娘
变态,失常
纯洁,贞洁
参半,各半
先辈,前辈
左券,契约
怒吼,咆哮
对峙,坚持
明白,晓畅
明哲保身,一尘不染
挡住,盖住
心裁,机杼
念书,读书
拦阻,阻截
餍饫,饱食
奇人,怪杰
幽灵,鬼魂
合并,归并
奉劝,劝说
荼毒,虐待
小船,划子
核阅,审阅
发动,动员
贫乏,贫窭
寝食不安,食不甘味
风尘仆仆,露宿风餐
皋比,虎皮
攻其不备,乘人之危
抛荒,疏弃
排除,清扫
欺凌,欺压
很多,良多
懦弱,脆弱
命令,敕令
痛快,利落索性
再起,复兴
回绝,拒绝
埋没,藏匿
复活,回生
淹灭,泯灭
平淡,平平
驱策,驱使
抄袭,剽窃
感触,感慨
摒挡,料理
薄暮,黄昏
笑容,笑颜
他乡,异乡
正路,正途
优秀,优良
风雨同舟,和衷共济
崩溃,瓦解
满身,全身
人浮于事,僧多粥少
同舟共济,守望相助
仙颜,美貌
想法,设法
伏乞,伏祈
女中丈夫,女中豪杰
巧舌,巧言
各尽所能,各展其长
珠圆玉润,肌理丰盈
变化多端,千变万化
考试,测验
取舍,弃取
密屋,密室
过头,过火
抱头鼠窜,溜之大吉
客气,客套
沐浴,洗澡
宁愿,甘愿
调班,换班
传布,传播
近况,现状
饭馆,饭店
彼苍,苍天
流浪,流离
口才,谈锋
逃脱,逃走
女侍,女婢
抚心,扪心
连年,比年
中间,中央
调停,补救
越狱,逃狱
揭破,揭露
切肤之痛,切身痛苦
搀和,搀杂
恰好,刚好
极点,顶点
浮名,虚名
盟主,牛耳
失慎,不慎
旷代一人,举世无匹
如胶似漆,胶漆相投
朋侪,友人
恬静,舒适
光怪陆离,千奇百怪
财产,财富
遍体鳞伤,伤痕累累
买办,大班
环绕,环抱
平易近人,平易近民
喝彩,喝采
出身,身世
家属,家族
飘泊,流散
公牍,公文
默默无言,默不作声
毕命,死灭
私人亲信,夹袋中人物
老练,纯熟
和缓,缓和
顾虑,挂念
改造,改革
积聚,积累
白费,白搭
大家,人人
恳切,诚恳
吩咐,嘱咐
缺乏,缺少
讥笑,耻笑
表白,剖明
辞官,去官
抄录,抄写
端详,打量
挂彩,负伤
醒目,精通
盘游,般游
黑糊糊,黑沉沉
木工,木匠
趋附者众,趋之若鹜
搪塞,敷衍
单身,独身
犯境,入寇
宽慰,快慰
践言,履言
矫健,强健
岌岌可危,急不可待
一口咬定,矢口不移
浩荡,浩大
淳厚,质朴
不便,未便
风采,风貌
从前,早年
生息不断,生生不已
坚韧不拔,坚持不懈
钱财,财帛
领导,引导
光复,规复
决裂,破裂
腐儒,冬烘
政界,官场
煽动,怂恿
陌头,街头
贫寒,清贫
友邦,盟国
大智若愚,深藏若虚
告贷,借债
相近,邻近
度量,襟怀
狂药,杜康
战役,战争
糜费,糜掷
惘然,怅惘
维持原状,依样葫芦
生活,糊口
大吹牛皮,大张其词
遵照,遵循
道贺,道喜
议决,经过议定
放言高论,夸夸其言
默不作声,缄口不言
不合错误,不对
威望,威信
货郎鼓,拨浪鼓
卖力,负责
将就,迁就
比年,频年
俯拾地芥,俯拾即是
方剂,丹方
风靡云蒸,风靡云涌
杀戮,殛毙
培养,造就
论价,讲价
不相上下,八两半斤
精巧,精致
卤莽,鲁莽
人烟,火食
请求,要求
矢誓,矢言
时势,时事
菲薄,微薄
妥贴,就绪妥当
赞美,赞扬
音调,声调
保举,举荐
春联,对联
盘问,查问
幽香,清香
入国问俗,入境问禁
耗费,花费
缅怀,缅想
回声,反响
冬眠,蛰伏
蹂躏,践踏
生疏,陌生
垂死,病笃
呼啸,咆哮
救济,抢救
仍旧,依旧
惊诧,骇怪
唠叨,絮聒
空隙,闲暇
甘雨,甘霖
流芳百世,垂馨千祀
先锋,前锋
骄贵,骄矜
朋分,豆割
滥觞,前导发轫
奶名,小名
眼力,眼光
流言,蜚语
慌张,张皇
包袱,负担
交谊,情谊
衰年,颓龄
本家儿,事主
铭肌镂骨,刻骨铭心
更鼓敲尽,铜漏滴尽
死有余辜,死不足惜
核定,审定
当者披靡,势不可当
衣食计,稻粱谋
木炭,柴炭
计划,规划
茅舍,草屋
荆天棘地,满地荆棘
精美,优美
醒悟,觉悟
准备,预备
富饶,富裕
雀斑,斑点
复书,答信
交锋,比武
得到,获得
讥笑,嘲笑
通力进行,携手合作
停业,休业
四面楚歌,八面受敌
半推半就,不即不离
内外,表里
犯法,犯罪
天诛地灭,不得善终
引人,惹人
明器,冥器
十分困难,好不容易
考核,稽核
秘而不泄,秘而不露
优良,优秀
公平,公正
鄙视,小看
捣蛋,捣鬼
谰言,浮名
光亮,亮光
怒冲冲,气汹汹
称心快意,遂心如愿
条件,前提
华丽,华美
学富五车,立地书橱
背叛,倒戈
担当,负担负责
如何,怎样
闪电战,霹雳战
清静,平静
革新,刷新
道喜,道贺
难听逆耳,刺耳
呆笨,迟笨
生事,闹事
擎天一柱,砥柱中流
基层,下层
笠帽,斗笠
孤单,孤独
办好,办妥
疲塌,拖拉
揭幕,开幕
丰满,饱满
公道,公平
狩猎,佃猎
大札,华翰
永劫,长时
挥洒自如,笔底生花
短命,夭折
野猎,田猎
再三告诫,三令五申
平旦,平明
宠儿,骄子
口胃,口味
结果,后果
种植,栽种
奇妙,奇奥
疲惫,疲困
十拿九稳,安若泰山
五花八门,八门五花
妙语横生,谈笑风生
不共戴天,誓不两立
釜中之鱼,釜中游鱼
恶浊,肮脏
年龄,年纪
谈锋,辞令
安静,宁静
权谋,机谋
败露,败事
接济,救济
艰难,艰苦
品级,等级
能力,才能
观察,察看
短命,短寿
戮力同心,合力攻敌
戚属,亲串
统统,一切
毁谤,诬蔑
感情,情绪
公民,国民
冷静,冷清
投机,投契
内里,内中
迷恋,耽溺
飘逸,超脱
平日,常日
巨细,大小
见义勇为,临危不惧
山寨,盗窟
安排,支配
青春,芳华
扮演,饰演
不当准,不作准
贫困,贫苦
大略,粗略
高枕无忧,安枕无忧
平和,和悦
扣头,折扣
效果,结果
汗流浃背,汗如雨下
蹊径,门路
奠定,奠基
闻风而逃,闻风而动
大呼,大叫
雄浑,雄壮
市集,阛阓
囚首垢面,不修边幅
美意,好意
主见,主意
晨曦,晨光
粮食,食粮
因利乘便,顺水推舟
盘算推算,估计打算
至好,至交
恋慕,爱慕
驾驭,驾御
酒菜,酒席
太仓一粟,沧海微尘
劈头,劈头劈脸
空洞,空泛
通讯,通信
落落大方,举止高雅
豺狼,虎豹
清早,清晨
庙宇,寺院
手无寸铁,赤手空拳
义冢,公墓
拜鬼求神,求神拜鬼
团结,连合
邪路,歧途
轮船,汽船
寻花问柳,拈花惹草
修长,细长
食粮,粮食
年近岁终,腊尽冬残
当兵,从戎
堂兄弟,从兄弟
烦闷,烦懑
勾引,引诱
营生,谋生
推动,推进
配角,副角
艰苦朴素,勤勤俭俭
领导,带领
痛惜,惋惜
双方,两边
喜新厌旧,见异思迁
冰冷,极冷
开始,最先
气壮山河,气贯长虹
细小,渺小
测字,拆字
垂危,弥留
相助,互助
即是,便是
驳斥,驳倒
高明,高妙
冲洗,冲刷
计划,打算
澈底,透澈
辩驳,回嘴
岌岌可危,间不容发
旺盛,兴旺
艰屯之际,多事之秋
天晴,晴和
寒冬,穷冬
比赛,角逐
凋谢,干枯
媒妁,媒人
冶坊,炼坊
明白,领略
寡妇,孀妇
高傲,高慢
通合一气,通同一气
百折不回,百折不挠
赛马,跑马
就地,当场
互助,合作
朴素,朴实
暴露,露出
吐露,透露
发起,建议
佛寺,梵宇
严厉,峻厉
陈腐,古老
梵学,佛学
清冷,清凉
役夫,夫子
舒畅,舒服
洽商,洽谈
轻蔑,轻视
冰壶秋月,光风霁月
闻一知十,举一反三
真诚,真挚
不足为据,不足为凭
千古流芳,流芳百世
货币,泉币
感触,感想
百姓,苍生
孤单,孑立
天下归心,率土归心
大概,也许
陡峭,峻峭
阿堵物,孔方兄
定规,定例
傲慢,狂妄
特别,分外
悲凉,悲惨
情之所锺,情有独锺
小坐,略坐
封闭,封锁
破碎,破裂
杀害,杀戮
奉养,伺候
诬陷,诬告
史书,史乘
自出机杼,别出心裁
功劳,劳绩
恐怖,恐惧
不对,过失
前次,上次
言犹在耳,口血未干
和气,和蔼
鄙俗,陋俗
盲人,瞽者
改弦易辙,改变方式
肇事,生事
好像,如同
沙漠,戈壁
美满,圆满
执政,在朝
满身,浑身
比较,比拟
立室,受室
挂念,牵记
降服佩服,投降
打趣,玩笑
望而生畏,望而却步
忘记,忘掉
大难,浩劫
避难,流亡
不利,晦气
屁滚尿流,片甲不留
批驳,批评
模型,模子
关键,症结
虚与委蛇,假意周旋
以是,所以
心怀叵测,包藏祸心
精力,精神
范例,类型
统统,十足
绳子,绳索
碑本,石本
恐怖,可骇
灯芯,灯炷
严刑,酷刑
高着,高作
接待,招待
指手画脚,比手划脚
初创,草创
去世,作古
讨教,求教
蒲扇,葵扇
恶搞,恶搞
宽解,宽心
细致,注意
妆奁,嫁妆
高出,超出跨越
辩论,争持
辽阔,空阔
引车卖浆,贩夫走卒
内子,内人
贤能,贤达
旌旗,旗帜
毁伤,损伤
鸩酒,毒酒
大快人心,民怨沸腾
背面,后背
分手,分别
压倒一切,名列前茅
飞奔,飞驰
忌日,忌辰
僻巷,穷巷
服从,效率
纠纷,胶葛
冷汗,盗汗
祸殃,祸患
操纵,操作
栉风沐雨,披星戴月
没关系,没紧要
冷炙,残
藐视,轻视
村落,村
借道,借路
欺骗,诱骗
光天化日,青天白日
辨白,剖白
家乡,故乡
老师,先生
交班,接班
秦晋之好,两姓之好
悠久,悠长
假公济私,营私舞弊
天经地义,理当如此
迷恋,留恋
名震一时,声誉鹊起
水滴石穿,积习沉舟
原形毕露,暴露无遗
自主,自立
夸奖,奖赏
和解,息争
历历如绘,绘影绘声
比年不登,比岁不登
处分,处罚
掉,失落
撑场面,充排场
判语,判词
渺不可测,深奥无极
遽变,急变
蓬头历齿,头童齿豁
变化无穷,变化多端
夷易,平易
喝采,喝彩
龙章凤姿,龙凤之姿
黑白,诟谇
烟火,炊火
攀龙趋凤,攀高接贵
